Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
11/04/2016;4.8;8.4;0;32.4;24.96;20.2;77.25;null
12/04/2016;4.7;10;0;33.3;25.42;20.2;67.5;null
13/04/2016;7.5;7.6;0;32.2;24.72;19.8;75.75;null
14/04/2016;6;9.4;0;33.4;25.88;20.8;66.75;null
15/04/2016;6.5;10.2;0;33.8;25.58;19.5;66.75;null
16/04/2016;9;9;0;33.3;24.3;18.8;70;null
17/04/2016;5.3;9.5;0;32.8;24.52;17.2;68.5;null
18/04/2016;5.7;10.4;0;32.8;25.38;18.5;67;0
19/04/2016;5;10.2;0;32.4;24.6;19.2;69.5;null
20/04/2016;6.1;10.6;0;33.3;24.58;18;68.75;null
21/04/2016;5.3;9.4;0;34.2;24.88;18.8;64.25;null
22/04/2016;5.5;8.8;0;34;24.58;17.5;65.25;null
23/04/2016;6.4;8.8;0;33.6;24.72;17.8;68.75;null
24/04/2016;4.8;9.7;0;33.2;24.48;18;65;null
25/04/2016;5.7;10.4;0;33.8;23.84;17.2;61.5;null
26/04/2016;5.8;3.8;0;33.2;25.36;17.8;61.75;null
27/04/2016;5.5;0;3;26.2;21.52;20;88;null
28/04/2016;2.3;0;.4;21.2;17.28;15.6;96;null
29/04/2016;1.7;0;1.5;20;17.16;15.6;89.5;null
30/04/2016;1.5;3.4;12;21.8;18.4;16.4;86.75;null
01/05/2016;3;9.8;0;25.4;17.96;14.4;62.75;null
02/05/2016;5;9.9;0;25.2;17.16;10.4;81;null
03/05/2016;4.7;7.8;0;26.4;18.72;14.4;70.5;null
04/05/2016;3.8;7;0;27.4;19.32;12.6;73.5;null
05/05/2016;4.1;5.7;0;27.2;20.84;17;75.25;null
06/05/2016;4.1;3.6;0;26.8;21.32;17.8;73.75;null
07/05/2016;3;2.3;0;26.4;21.28;17.2;79;null
08/05/2016;2.6;2.1;0;27;21.76;19;83;null
09/05/2016;2.9;2.9;0;27.4;22.88;20;81.25;null
10/05/2016;2.7;.6;0;27.4;21.68;19;81;null
11/05/2016;3;5.6;0;28.6;22.28;18.8;74.5;null
12/05/2016;3.8;3.3;0;26;21.24;19.6;76;null
13/05/2016;4.5;2.3;.4;24.8;19.76;18.2;79;null
14/05/2016;3;1.5;0;23.2;18.8;15.4;79.25;null
15/05/2016;3.3;8.3;0;28.4;20.44;16;71.75;null
16/05/2016;3.9;5.8;0;31.4;21.3;13.5;71;null
17/05/2016;4.9;3.5;0;26;20.88;17.4;85.25;null
18/05/2016;2.7;.3;.3;23.6;19.08;17.2;91;null
19/05/2016;1.6;.1;7.2;21.6;19.28;17.2;85.75;null
20/05/2016;1.9;4.8;0;27.8;21.26;18.5;81;null
21/05/2016;3.4;.5;0;23.2;20.08;17;86;null
22/05/2016;1.2;7.4;2.2;30.2;20.56;16;82.75;null
23/05/2016;3.1;3.7;.7;24;18.4;16;81.5;null
24/05/2016;4.3;8.5;0;23.2;16.44;10.8;76;null
25/05/2016;3.9;6;0;23.2;17.72;12.4;73.5;null
26/05/2016;3.9;6.4;0;25.6;18.54;15.1;80.75;null
27/05/2016;3.2;6;0;26;19.32;14.4;77.5;null
28/05/2016;3.3;7.6;0;25.8;19.8;15.8;76;null
29/05/2016;4;3.7;0;24.8;18.48;14.8;80.75;null
30/05/2016;2.3;6.2;0;27.4;18.2;13;84.5;null
31/05/2016;2.7;5.2;1.8;28.8;20.44;16.2;77;null
01/06/2016;2.5;6.2;1.4;27;20.8;16;80;null
02/06/2016;2.6;4.8;4.2;28;21.2;18;81.25;null
03/06/2016;2.2;2.3;14;23.2;19.28;17;93.25;null
04/06/2016;1.1;.7;25.6;23;20.16;18.2;93.25;null
05/06/2016;1.1;.3;32.8;23;20.38;18.5;94.5;null
06/06/2016;1;3.5;16.2;27.6;22.44;19.4;88.5;null
07/06/2016;1.3;.2;23.6;21.6;17.84;16.8;94.75;null
08/06/2016;.9;0;11;19;15.96;14.6;92.25;null
09/06/2016;1.3;8.8;1.2;21;15.24;13;80.75;null
10/06/2016;3.5;1.4;0;19.6;15.32;13.2;84.25;null
11/06/2016;2.6;9.3;0;20;13.4;10.6;64;null
12/06/2016;4.7;6.8;0;19.4;12.76;8;74;null
13/06/2016;3.2;8.6;0;20.4;13.48;10.2;70.5;null
14/06/2016;4;10.1;0;22.2;14.88;8.8;68.5;null
15/06/2016;4;8;0;23.2;13.68;7.4;82;null
16/06/2016;3.1;7.6;0;24.8;15.36;9;80.5;null
17/06/2016;2.5;7.6;0;26;15.8;8;82.25;null
18/06/2016;2.6;7.1;0;27.2;17.24;11;79.25;null
19/06/2016;3.4;3.6;0;23.8;17.08;12.8;85.25;null
20/06/2016;2.2;0;0;19;16.36;12.8;92.25;null
21/06/2016;.9;.7;0;21;16.9;15.1;90.5;null
22/06/2016;2.5;7.4;2;26;18;14.2;79.75;null
23/06/2016;3.3;6.6;0;26;17.76;14;85.25;null
24/06/2016;2.6;.3;0;20.6;17.32;15.6;84.75;null
25/06/2016;2.1;6.4;0;23.4;17.3;15.1;82.5;null
26/06/2016;4.3;6.3;0;23.4;16.76;14.4;75.25;null
27/06/2016;4.2;5;0;24;16.64;13;81.5;null
28/06/2016;4.2;6.2;0;25.6;18.08;13.2;80.5;null
29/06/2016;2.8;8.9;0;25.8;19;14.8;80.25;null
30/06/2016;2.6;2.5;0;24.2;17.92;12.8;85;null
01/07/2016;2.1;1.6;0;24.2;18.68;14;88.25;null
02/07/2016;2.6;6.1;.2;26.6;19.8;17.2;80.25;null
03/07/2016;2.4;8.9;0;27;18.56;12.8;81.5;null
04/07/2016;3.4;9.2;0;26;17.84;11.8;81;null
05/07/2016;2.6;6.5;0;26.8;17;9.2;83;null
06/07/2016;2.3;9.2;0;28.8;19.94;12.5;68.5;null
07/07/2016;3.7;9.5;0;26.4;18.24;14.8;75;null
08/07/2016;4.3;8.6;0;22.6;15.68;12;64.25;null
09/07/2016;5.2;8.1;0;22.4;15.18;10.1;84;null
10/07/2016;2.5;7.2;0;28;17.4;9.8;78.25;null
11/07/2016;2.8;8.6;0;30;18.6;12;78;null
12/07/2016;5.3;9.5;0;31;20.1;12.5;66.25;null
13/07/2016;5.9;9.4;0;29;19.84;14;76.25;null
14/07/2016;5.1;6.5;0;29.2;19.68;15.8;72;null
15/07/2016;3.5;8.5;0;30.4;18.64;11;71.25;null
16/07/2016;4.2;4.6;0;33.2;22.78;12.5;47.25;null
17/07/2016;9.5;8.9;0;25;16.56;13.6;78;0
18/07/2016;5.1;3.8;0;20.2;13.76;10.6;71;null
19/07/2016;3.4;1.2;0;18;13.8;12;86.25;null
20/07/2016;2.5;3.2;0;21.6;16.2;12.6;78.75;null
21/07/2016;3.1;0;0;21.4;16.2;14.2;92.5;null
22/07/2016;2.4;0;0;19.4;16.24;14;76.75;null
23/07/2016;3.4;2.1;0;23;18.04;14.6;82.25;null
24/07/2016;2.1;8.7;0;27.8;18.96;14;72.75;null
25/07/2016;3.1;7.7;0;28.2;18.16;12;77.75;null
26/07/2016;4.5;7;0;28.4;18.64;14.2;72.5;null
27/07/2016;3.7;9.1;0;32.4;18.6;11;68.5;null
28/07/2016;6.3;.6;.5;19.8;16.52;14.6;79.75;null
29/07/2016;2.8;0;0;19;16.44;14;89.75;null
30/07/2016;2.1;7.4;0;25.4;18.84;15.4;74;null
31/07/2016;4.9;7;0;26.6;20.06;15.1;68.25;null
01/08/2016;4.8;9.2;0;28.4;18.64;12.2;66.5;null
02/08/2016;4.7;8.9;0;29;19.08;12.4;73;null
03/08/2016;6.1;2.9;0;24;19.04;17;76.25;null
04/08/2016;5;5.6;0;26;19.84;17;73.5;null
05/08/2016;4.4;9.2;0;27.8;20.12;13.2;68.75;null
06/08/2016;3.6;9.2;0;30.6;20.64;13;62.5;null
07/08/2016;4.9;7.5;0;32;20.4;12;72.75;null
08/08/2016;7.1;3.9;0;27.2;20.24;17;76.75;null
09/08/2016;4.1;5.8;0;27.8;21.44;17.6;72.75;null
10/08/2016;3.9;0;0;21;16.98;14.9;93.75;null
11/08/2016;3;9.8;.4;21.2;15.52;11.8;56.25;null
12/08/2016;7;9.9;0;24;14.52;7;73;null
13/08/2016;4.8;7.7;0;25.6;17;11;70;null
14/08/2016;3.9;8.5;0;30.8;18.32;9;65.25;null
15/08/2016;5.4;8.2;0;34;21.32;11.6;59;null
16/08/2016;6.7;4.8;1.2;30.2;20.24;14;72.5;0
17/08/2016;4.5;8.9;0;32.6;21.84;14.4;61.75;null
18/08/2016;6.3;6.2;0;30.8;21.56;16;67.75;null
19/08/2016;7.3;7.3;0;29;21.6;15.8;69.75;0
20/08/2016;7.6;.7;0;26;20.96;18.2;89.75;null
21/08/2016;2.1;.7;9.8;26;18.56;16;72;null
22/08/2016;5.2;5.6;.1;21.8;14.98;11.1;75.75;null
23/08/2016;4.6;0;0;19.6;16.12;11.8;71.75;null
24/08/2016;4;8.3;0;25;18.04;14.6;71;0
25/08/2016;5.7;7.9;0;27.6;18.12;12;66.75;null
26/08/2016;4.5;10.6;0;29.2;19.64;11.6;57.5;0
27/08/2016;5.7;10.6;0;30.2;19.64;11.2;60;null
28/08/2016;5.1;10.2;0;32;21.16;12;60.25;null
29/08/2016;6.5;10.3;0;33.2;22.82;13.5;52;null
30/08/2016;8;9.9;0;33.2;22.76;14.2;55.75;null
31/08/2016;7.1;1.4;0;26.8;20.72;18;77.5;null
01/09/2016;3.2;.7;7.4;23.6;19.76;16.4;null;null
02/09/2016;3.5;2.9;0;28.8;21.48;18.4;null;null
03/09/2016;3.8;5.5;0;29.2;22.16;18.4;null;null
04/09/2016;6.9;9.9;0;31.2;23.18;14.5;null;1.337.544
05/09/2016;5.8;7;0;31.2;22.36;16.8;null;null
06/09/2016;5.9;3.5;0;29;22.16;17.8;null;null
07/09/2016;5.2;7.5;0;33.3;21.14;14.2;null;null
08/09/2016;5.6;2.9;.8;26.8;20.3;17.5;null;null
09/09/2016;5;0;0;22.8;18.88;17.4;null;null
10/09/2016;3;4.8;1.6;28.6;20.8;16.4;null;null
11/09/2016;5.2;8;0;32;24.16;18;null;null
12/09/2016;7;8.1;0;34;23.68;17;null;null
13/09/2016;9;9.7;5.9;35.4;25.18;16.5;null;null
14/09/2016;10.2;8.1;0;35.8;23.1;15.1;null;null
15/09/2016;9.8;6.6;0;30;20.98;15.1;null;0
16/09/2016;8.2;0;0;23.4;19.28;16.6;null;null
17/09/2016;4;3.2;2.2;26;20.44;16.8;null;null
18/09/2016;3.5;6.8;0;36.2;23.92;16.6;null;null
19/09/2016;6.5;7.7;1.5;33.3;22.28;17.5;null;null
20/09/2016;6.5;0;0;22;17.48;15.2;null;null
21/09/2016;3.4;10.2;3.4;26.4;18.12;12;57.25;null
22/09/2016;7.1;7.8;.6;25;18.48;14.2;68;null
23/09/2016;9.7;7.4;0;29.6;21.24;14.2;55.75;null
24/09/2016;8.5;3.7;0;27.2;20.48;14.8;73;null
25/09/2016;6.7;0;.1;20.4;17.72;16.8;91.5;null
26/09/2016;1.7;1;4.3;22;17.92;15.2;80.5;null
27/09/2016;4.2;4.9;0;26;19.44;16;68.75;null
28/09/2016;6;5.5;0;27.6;20.72;16;71;null
29/09/2016;4.9;8;0;32.6;21.44;14.8;61.5;null
30/09/2016;8.8;2;0;24.4;18.84;16.4;78.75;null
01/10/2016;5.1;0;.4;19.6;17;15.4;86.75;null
02/10/2016;2.1;3.2;1.8;23.2;18.42;15.1;84.25;null
03/10/2016;4.2;3;.7;25.2;19.52;17;87;null
04/10/2016;2.6;.7;29.4;23;19.08;16.8;88.75;null
05/10/2016;1.9;5.4;6.9;26;19.8;17.2;76.25;null
06/10/2016;5.1;2.6;0;23.8;19.32;16.8;88.5;null
07/10/2016;2.7;9.3;1.2;28;20.24;16.2;61;null
08/10/2016;8.2;10.5;0;30.4;21.46;15.1;63.75;null
09/10/2016;7.4;6.9;0;28.6;21.28;14.8;66.25;null
10/10/2016;5.9;.2;.1;23;18.64;17.4;87.75;null
11/10/2016;3.2;1.3;1.2;26.4;20.24;16;81.75;null
12/10/2016;4.3;4.8;6;29;22.78;17.5;76;null
13/10/2016;7;8.8;0;34.6;26.04;19.8;55.25;null
14/10/2016;11.9;2.5;13.8;30;23.28;20;84.5;null
15/10/2016;5.2;2.7;7.4;29.4;23.64;20.6;80;null
16/10/2016;4.6;5.9;3.3;33.8;26.2;20.6;70.5;null
17/10/2016;6.8;9.3;0;36;27.08;20;58.25;null
18/10/2016;8.6;9.2;0;36.2;27.32;21;64.25;null
19/10/2016;9.8;7.6;0;37.2;27.68;21.6;64.5;null
20/10/2016;10.4;2.2;0;32.6;26.4;22.4;72;null
21/10/2016;7.7;4.4;.2;31;24.88;23;73.25;null
22/10/2016;7.3;0;0;25;21.4;20;85;null
23/10/2016;4.3;3.3;0;29.4;22.6;18.6;74;null
24/10/2016;5.4;2.7;0;30.8;24.36;20.4;75.25;154.332
25/10/2016;5;0;2;25;22.92;22;88.5;null
26/10/2016;4.4;7.3;3.8;33.4;26.08;21;70.5;null
27/10/2016;5.9;7.3;1.8;34.4;26.76;21.6;62.5;null
28/10/2016;10.5;9.7;0;30;21.12;17.2;64.5;null
29/10/2016;7.5;2.9;2.5;25.6;19;14.8;69.75;null
30/10/2016;5.4;0;.3;22.4;18.76;16;86.25;null
31/10/2016;3.9;9.2;0;31.2;23.04;16.6;55.75;null
01/11/2016;8.2;7.6;0;32.8;24.28;16.8;63;null
02/11/2016;7.6;7.1;0;32.8;25.08;19;66.25;0
03/11/2016;5.7;7.2;.4;34;23.8;19;82.25;null
04/11/2016;4.6;0;140.8;21;19.92;19.4;92.75;null
05/11/2016;1.4;.1;1.8;22.8;20.2;19;92.25;null
06/11/2016;1.7;4.2;2.4;27;20.88;18;82.25;null
07/11/2016;2.8;6.5;6.4;27;20.76;17;81.25;null
08/11/2016;2.8;4.8;44;28.6;21.24;16;78;null
09/11/2016;3.2;10;.3;32.8;23.96;17.2;67.75;null
10/11/2016;5.3;11;10.6;34;23.64;18.8;74.5;null
11/11/2016;5.7;9.8;42.2;34.4;24.22;19.5;73;null
12/11/2016;5.8;5.7;2;29.6;22.7;19.5;80;null
13/11/2016;3.5;0;10;21.2;19.84;19;95.75;null
14/11/2016;.9;0;52.2;20.6;19.52;18.6;97.75;null
15/11/2016;.1;8.6;33;30.2;24.16;19;69;null
16/11/2016;5.5;10.7;0;32.8;24.64;19.6;70.75;null
17/11/2016;5.5;9.2;14.4;33.4;23.76;19.8;80.5;null
18/11/2016;4.1;3.6;27.8;26.6;21.88;19.2;71.5;null
19/11/2016;7;7;.4;24.2;18.32;15.8;61;null
20/11/2016;7.9;7.9;0;26;19.16;15.4;62.5;null
21/11/2016;6.2;6.1;0;29.8;21.58;13.7;67.75;null
22/11/2016;5.1;3.8;0;29.6;22.1;18.5;80.5;null
23/11/2016;3.7;0;24.8;23.2;20.52;18.2;91.75;null
24/11/2016;1.7;4.5;0;29.8;23.68;19.8;72.25;null
25/11/2016;5.3;8.8;0;30.2;23.2;18.2;69.25;null
26/11/2016;6.2;3.3;0;30;23.4;18.4;75;null
27/11/2016;5;8.8;0;32.8;26.32;20.6;64.5;null
28/11/2016;6.4;5.3;0;33.8;25.4;21.6;78;null
29/11/2016;4.1;2.6;12.9;30.6;24.28;21.8;90.75;null
30/11/2016;2.1;0;17.6;22.4;19.8;18.4;86.5;null
01/12/2016;2.2;.4;2.8;23.4;20;18.4;79.25;null
02/12/2016;4.2;0;0;25.6;21.92;18.2;72.75;null
03/12/2016;3.9;5.8;0;31.8;23.8;20.2;79.75;null
04/12/2016;3.6;3.6;20.8;28.4;23.32;21;87;null
05/12/2016;2.3;9.9;9.9;32.6;22.68;19;78;null
06/12/2016;5.3;12;0;32.6;23.76;18.2;62;null
07/12/2016;6.9;11.1;0;33.6;24.96;16.6;50.75;null
08/12/2016;10;8;0;34;24.24;18.8;74.25;null
09/12/2016;4.4;4;34;30.6;23.76;21;86.25;null
10/12/2016;2.9;6.4;59.8;29.8;24.96;21;82.5;null
11/12/2016;2.9;4.7;4;32.4;24.76;22;82.75;null
12/12/2016;4.4;4.5;24.8;31.8;24.82;21.5;86.25;null
13/12/2016;2.4;3.2;15.2;32;23.96;20.6;84;null
14/12/2016;3.1;.2;59.4;27;23.2;20.4;91;null
15/12/2016;1.9;0;4.6;22.8;19.04;17.4;84.75;null
16/12/2016;3;0;.2;20.8;19.08;17;82;null
17/12/2016;2.2;6.2;.2;27.8;22.4;17.8;75.25;null
18/12/2016;5.8;7.5;0;30.6;23.12;18.8;76.5;null
19/12/2016;5.4;10.1;14.3;31.4;25;18.8;64.5;null
20/12/2016;9.8;7.6;0;32.6;23.8;19;71;null
21/12/2016;4.7;9.9;19.4;32.8;23.52;17.2;77.5;null
22/12/2016;4.1;5.5;6.4;32.6;24.18;19.5;72.75;null
23/12/2016;3.9;6.7;0;31.4;24.64;20;70;null
24/12/2016;8.2;4.7;0;31.6;24.52;19.8;72.75;null
25/12/2016;5.7;8.6;6;33.3;25.46;19;69.5;null
26/12/2016;8.9;11.4;0;34.6;26.8;20;61.25;null
27/12/2016;7;12;0;37.6;28.08;21.4;60.25;null
28/12/2016;7.5;10.9;0;36.2;27.8;21;61.25;null
29/12/2016;7.5;9.4;0;35;27.54;21.5;63.25;null
30/12/2016;8.2;8;0;36.4;27.4;23;79.25;null
31/12/2016;9.3;8.3;0;36.2;25.88;21;76.25;null
01/01/2017;5.6;8.9;22;35.6;26.76;21;null;null
02/01/2017;6.6;5.4;1.8;33.4;25.24;21.4;null;null
03/01/2017;3;8.7;2.2;32.6;24.36;20.6;null;null
04/01/2017;3.8;7.3;8.6;33.4;25.56;20.4;null;null
05/01/2017;4.4;9.1;0;33.6;24.72;20.6;null;null
06/01/2017;3.6;9.1;14.2;34;24.44;19;null;null
07/01/2017;4.2;4.2;6.4;30.4;23.8;21.4;null;null
08/01/2017;2;8.1;14.2;33.2;25.2;21;null;null
09/01/2017;2.9;3.3;39;31;24.64;21;null;null
10/01/2017;3.4;10.3;0;33.5;25.06;21.2;null;null
11/01/2017;5;6;4.6;32;24.96;21.4;null;null
12/01/2017;2.9;0;7.2;27.2;22.76;21;null;null
13/01/2017;1.5;.3;32.6;27;23.16;20.6;null;null
14/01/2017;.9;7.7;37.4;32.2;25.04;20.4;null;null
15/01/2017;3.7;6.5;0;32.6;24.88;20.2;null;null
16/01/2017;3.1;4.6;20.8;32.4;25.16;21.8;null;null
17/01/2017;3.4;.5;3.4;31;25.88;21.2;null;null
18/01/2017;6.5;8.9;0;34.6;27.08;22.4;null;null
19/01/2017;5.8;.9;3.6;27.2;23.16;21;null;null
20/01/2017;1.7;2.1;29.8;28.8;23.08;20.2;null;null
21/01/2017;2.6;5.7;.1;31.8;24.14;20.5;null;null
22/01/2017;3.5;4;2.2;30.2;23.24;20.4;null;null
23/01/2017;1.3;3.1;64.8;30.6;23;19.8;null;null
24/01/2017;1.6;6;43.6;29.4;23.52;20;null;null
25/01/2017;2.2;5.4;14.2;32.8;25.12;20.6;null;null
26/01/2017;2.6;3.2;0;33.4;24.8;21.4;null;null
27/01/2017;2.2;8.6;13;34.2;24.4;20.8;null;null
28/01/2017;5.1;11.5;13.6;33.2;26.64;21;null;null
29/01/2017;7.6;8.5;0;31.8;25.98;21.5;null;null
30/01/2017;5.4;8.2;0;31.4;25.96;21.6;null;null
31/01/2017;6.5;5;0;29.8;25.12;20.6;null;null
01/02/2017;5.9;.5;0;28.4;24.84;21.6;72.25;null
02/02/2017;4.5;3.9;0;30.6;23.32;20.2;83.75;null
03/02/2017;3;3.5;23.6;31;24.72;21.2;79.5;null
04/02/2017;3.5;3.8;2.2;31.2;24.04;21.4;85.5;null
05/02/2017;3;5.1;2.6;31.4;24.2;20.8;84.75;null
06/02/2017;3.1;7.7;7.6;32.8;23.64;20.8;84.5;null
07/02/2017;4.4;7.2;12.8;33.3;25.54;20.4;77.25;null
08/02/2017;4.5;4.9;.8;30.8;24.82;20.5;77.25;null
09/02/2017;5;4.2;0;29.2;23.58;19.5;74.75;null
10/02/2017;5.8;9.2;0;31.6;25.44;21.4;68.75;null
11/02/2017;7;10.8;0;33.2;27.26;21.5;61.25;null
12/02/2017;7.5;11.5;0;33.4;26.88;21;59.75;null
13/02/2017;9.9;12.1;0;32.6;26.76;21;59;null
14/02/2017;10.6;11.8;0;32.8;26.68;20.6;57.75;null
15/02/2017;8.8;11.9;0;33.8;27;21;57.75;null
16/02/2017;7.7;10.5;0;33.2;25.32;19.2;66.75;null
17/02/2017;6.5;11.5;0;34.2;27.2;19;61;null
18/02/2017;7.3;10.5;0;36;27.88;21.2;58.75;null
19/02/2017;7.5;11.8;0;36;27.36;20.8;59.25;null
20/02/2017;9.1;11.4;0;34.8;26.6;20.4;63;null
21/02/2017;9.3;10.8;0;33.3;26.58;21.6;61;null
22/02/2017;8.2;8.9;0;33.6;26.08;19.6;59.75;null
23/02/2017;6.5;11.6;0;36.4;25.92;18.8;63.25;null
24/02/2017;7.5;8.5;0;35.4;24.56;19.6;73;null
25/02/2017;5.3;0;10.2;26;22.6;20;89.5;null
26/02/2017;1.5;.2;4;27;23.2;21;86.25;205.776
27/02/2017;2;3.2;5.6;30.2;23.38;20.5;81.75;25.722
28/02/2017;3.2;10.3;16.2;33.8;25.92;20;63.75;null
01/03/2017;5.2;9.3;1.4;35.4;26.24;20.8;64.75;null
02/03/2017;6.3;4.1;.1;32.4;24.46;21.3;83.25;null
03/03/2017;3.4;4.1;9.6;31.8;24.62;21.5;90;null
04/03/2017;2.2;4.8;1.7;31.5;24.94;21;80.25;null
05/03/2017;3.8;2.5;0;32.2;24.76;21.6;83.75;null
06/03/2017;.6;.7;31.8;27.8;22.96;21;90.5;null
07/03/2017;3.2;4.7;7.2;32;24.4;20.6;84.75;null
08/03/2017;2.7;3.6;9.6;29.8;23.2;21;85;null
09/03/2017;2.8;10;7.4;32;25.44;20.8;75.5;null
10/03/2017;5.9;10;0;34.8;27.16;20.2;63.75;null
11/03/2017;5.4;10.8;0;33.2;26.36;20.8;69.25;null
12/03/2017;6.5;9.5;0;34;26.98;21.5;65.5;null
13/03/2017;5.2;8.6;0;31.6;25.36;20.8;68.75;null
14/03/2017;6.9;5.1;0;31.4;24.6;22.2;83.25;null
15/03/2017;3.6;5.5;32.4;29.8;23.88;20;79;null
16/03/2017;4.9;9.3;0;32.4;25.68;21.2;70.25;null
17/03/2017;4.1;8.7;0;33.8;25.16;19.4;77.75;null
18/03/2017;4.7;.9;3;27;23;21.6;89;null
19/03/2017;2.4;0;40.6;21.8;19.64;18.8;95.5;null
20/03/2017;1.1;4.8;20.2;26.8;21.3;18.5;76.75;null
21/03/2017;3.8;9.5;0;27.2;20.3;14.5;76.75;null
22/03/2017;5.9;7.6;0;27.8;21.2;16;74.5;null
23/03/2017;4.3;6.7;0;27.8;21.8;17.4;73.75;null
24/03/2017;5.1;9.2;0;29.4;22.88;18;77.25;null
25/03/2017;4;6.4;0;31;22.84;18;87.5;null
26/03/2017;3;7.2;16.6;28.4;22.36;18.6;74.5;null
27/03/2017;4;4.6;0;28;22.92;19.8;76.25;null
28/03/2017;4.2;4.5;0;28;21.44;19.2;85.75;null
29/03/2017;2.8;7.3;2.3;27.6;20.56;16.4;78;null
30/03/2017;5.2;7.4;0;28.6;21.4;16.4;69;null
31/03/2017;5.2;7.3;0;27.8;20.96;18.4;76;null
01/04/2017;7.3;8.6;0;27.8;20.76;14.8;64.5;null
02/04/2017;7.4;10.8;.3;28;21.44;16.4;70.5;null
03/04/2017;7.1;8.7;0;28.8;21.6;16.2;72.75;null
04/04/2017;7.4;7.5;0;30.4;23.84;18;69.75;null
05/04/2017;4.6;10.2;0;32.4;24.04;18;71.5;null
06/04/2017;4.4;4.4;0;28.8;23.5;18.5;77.5;null
07/04/2017;3.5;1.5;5.6;27.8;23.36;21.4;89;null
08/04/2017;1.3;2.3;14.8;29.4;24.28;21.8;87.25;null
09/04/2017;2.2;8;1.2;30.8;24.78;21.5;76.75;null
10/04/2017;4.4;10.1;0;31.8;25.22;21.5;75;null
11/04/2017;5.3;7;0;32;25.04;21.6;75.5;null
12/04/2017;4;4.4;0;29.8;22.68;19.6;91.25;null
13/04/2017;3.4;3.3;7.5;26;21.56;19.4;80.75;null
14/04/2017;2.9;2;0;27.2;22.16;18.8;82;null
15/04/2017;2.9;7.5;0;30.4;23.68;20;77;null
16/04/2017;4.3;7.6;0;30.4;23.96;20.4;76.5;null
17/04/2017;3.6;3.6;0;29.4;22.4;19.6;78.25;null
18/04/2017;3.1;.4;8.4;23.4;19.64;17.6;88.25;null
19/04/2017;2.5;1.5;.8;23;19.32;16;81.75;null
20/04/2017;2.7;3;0;25.8;20.12;17;82.25;null
21/04/2017;3.1;8.5;0;28.8;22.04;15.4;73.5;null
22/04/2017;3.2;1.5;2.6;25.4;20.76;19;88.75;null
23/04/2017;1.8;5.3;3;26.4;20.72;16.6;76.5;null
24/04/2017;4.7;5.8;0;26.4;21.54;18.5;83;null
25/04/2017;3.9;8.1;0;29.6;22.58;17.5;72.25;null
26/04/2017;3.8;4.5;0;31.4;22.12;17.4;83.25;null
27/04/2017;3.1;.2;10;25;20.68;17.6;92.5;null
28/04/2017;1.8;0;10.6;22.4;18.2;16.4;91.5;null
29/04/2017;2.8;0;0;20.6;17.88;16;88;null
30/04/2017;1.7;.5;.9;22.4;19.04;16.4;85.5;null
01/05/2017;2.1;4;0;24.8;20.4;17.4;73.75;null
02/05/2017;3.9;2.2;0;23.8;19.44;15.6;81;null
03/05/2017;3.1;7.3;0;26.4;19.88;15.4;78.5;null
04/05/2017;2.3;5.1;0;26.6;19.44;14.4;88;null
05/05/2017;2.2;0;0;21.8;18.36;15.6;91.25;null
06/05/2017;1.6;8.2;.3;27;20.14;16.5;80.5;null
07/05/2017;3.9;7.6;0;27.4;20.84;17.4;78.5;null
08/05/2017;3.6;8.2;2;26.8;19.96;14.8;80;null
09/05/2017;3.1;7.7;0;27.6;20.96;17;75;null
10/05/2017;3;9.1;0;28.4;20.52;15.4;75.75;null
11/05/2017;4.7;1.3;0;23.6;19.52;17.8;79.5;null
12/05/2017;2.9;4.1;3;24;18.66;15.1;75.75;null
13/05/2017;3.7;8.3;0;26.8;18.44;12;79.75;null
14/05/2017;3.5;3.3;0;26.8;19.04;14;81.25;null
15/05/2017;3;8.3;0;26.8;19.44;15.6;74.25;null
16/05/2017;4.7;3;0;22.4;19.04;16.4;80.5;null
17/05/2017;3.4;0;0;21.8;19;17;78.25;null
18/05/2017;2.6;.8;.2;21.6;18.08;17;91;null
19/05/2017;2.1;0;15.3;17.6;16.68;15.8;97.25;null
20/05/2017;.5;0;15.8;21;18.72;15.8;94.25;null
21/05/2017;1.2;0;0;24.8;21.02;17.5;81.75;null
22/05/2017;2.4;.3;20.8;24;19.92;18.2;95.75;null
23/05/2017;2;6.5;3.4;26;20.48;17.4;74;null
24/05/2017;3;5.1;0;25.4;19.52;15.8;84;null
25/05/2017;3.2;6.7;0;27;null;null;null;null
26/05/2017;1.3;6;0;27.6;21.18;17.5;82.75;null
27/05/2017;2.4;3.5;0;27;20.84;16;81;null
28/05/2017;2.1;4.6;0;26.4;20.6;17.8;84;null
29/05/2017;2.6;8.2;0;28;21.24;18;75.25;null
30/05/2017;3;7.1;0;27.2;19.56;14.6;84.25;null
31/05/2017;3.2;7.5;0;27;19.64;17;77.75;null
